ESCOLA,SÉRIE,DATADEINÍCIO,IDADE,SEXO,RELIGIÃO,RAÇA,CORDEPELE,BEMCONSIGOMESMO,ACREDITOEMSORTEMAISDOQUETRABALHO,ALGOMEIMPEDEDECONQUISTARASCOISAS,PLANOSSEMPREDÃOERRADO,INÚTIL,ACREDITONOSMEUSPLANOS,INCLUSÃODEPORTADORESDEDEFICIÊNCIAEMSALASCOMUNS,FILHALÉSBICA,TANTOFAZBRANCOSOUNEGROS,IMPORTANTEESCOLASESPECIAISPARAPORTADORESDEDEFICIÊNCIA,GAYSREVEJAMSUAOPÇÃO,BRANCOSMAISDISCIPLINADOS,ALGUNSGRUPOSTEMMAISVALOR,USARFORÇACONTRAOUTROS,TANTOFAZAMIGOSBRANCOSENEGROS,NORMALUMGRUPOTERMAISOPORTUNIDADE,GRUPOSSUPERIORESDEVEMCONDUZIR,PAISENCORAJADORES,PAISAPOIAMATIVIDADESEXTERNAS,PAISQUEOUVEM,PAISORGULHOSOS,PAISQUEAJUDAMATOMARDECISÕES,SATISFEITOCOMSITUAÇÃOFINANCEIRA,FREQUENCIASEMCOMIDA,FREQUENCIADESENTIREMINSEGUROS,FREQUENCIASEMREMEDIO,FREQUENCIASEMDINHEIRO,CRIMENAESCOLA,BULLYINGNAESCOLA,AMEAÇASNAESCOLA,ALUNOSGOSTAMDEDIMINUIROSOUTROS,ALUNOSSEAJUDAMAAPRENDER,ALUNOSNÃOSEDÃOBEM,ALUNOSSETRATAMCOMRESPEITO,MEDODESOFRERBULLYINGNAESCOLA,MEDODESOFRERBULLYINGNAINTERNET,SEMPREESTUDO,FAÇOBEMMINHALIÇÃO,PREFIROESTUDARASAIRCOMAMIGOS,GRUPOSINFERIORESPERMANCEMNOSEULUGAR,GRUPOSDEVEMTERMESMAOPORTUNIDADE,AUMENTARIGUALDADESOCIAL,SALÁRIOSMAISIGUAIS,BRIGAENTREALUNOS,DESORDEMNASSALAS,DESRESPEITOCOMPROFESSOR,AMEAÇAAPROFESSORES,ROUBOSNAESCOLA,ALUNOSCOMBEBIDA,ALUNOSCOMDROGAS,ALUNOSFAZEMBULLYING,RESPEITOAOSPROFESSORES,SEGURANÇACOMPROFESSORES,PROFESSORESRESPEITOSOS,GAYSSEMVALORES,DEFICIÊNCIASEPARADA,NEGROSCOMOBRANCOS,CHEFEGAY,GAYSTRANSIMITEMIDEIASDIFERENTES,NEGROSMENOSTRABALHADORES,ROUBONOBAIRRO,BEBIDANOBAIRRO,INTERFERENCIAMILITARNOBAIRRO,COMPORTAMENTORACISTANOBAIRRO,VENDADEDROGASNOBAIRRO,AUTORIDADEÉVIRTUDE,HOMENSSÃOFRACOSOUFORTES,FALEMENOSETRABALHEMAIS,CASTIGARINSULTOS,SEMPREHAVERÁGUERRAS,DISCIPLINAFIRME,PENADEMORTE,PAI,PADRASTO,PAIADOTIVO,MÃE,MADRASTA,MÃEADOTIVA,IRMÃO,IRMÃ,AVÓ,MEUCONJUGE,MEUFILHO,OUTROSPARENTES,PESSOASQUENÃOSÃOPARENTES,HORASNAINTERNETPARAESTUDAR,HORASNAINTERNETPARACOMUNICAÇÃO,HORASNAINTERNETPARAJOGAR,HORASNATELEVISÃO
2,EF 8,10/29/2015,17,Masculino,Católica,Branco,4,3,2,3,3,3,2,3,3,3,3,3,3,2,3,3,4,2,4,4,3,3,4,7,1,1,2,1,2,4,3,3,2,4,2,2,1,1,2,1,3,4,3,3,3,3,4,2,2,2,2,3,3,2,2,2,2,1,3,2,2,1,2,2,1,1,3,2,3,2,3,3,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2,7,2,6
2,EF 8,10/29/2015,16,Feminino,Evangélica,Moreno,6,3,2,3,3,2,3,3,2,4,3,3,2,2,3,3,3,2,4,3,3,2,3,7,1,1,1,2,3,3,2,3,4,3,2,2,2,1,2,1,3,3,3,3,3,3,3,2,2,1,2,2,3,2,2,2,2,2,3,2,2,1,2,2,2,2,3,2,3,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,5,5,6
2,EF 8,10/29/2015,17,Masculino,Católica,Moreno,10,3,3,2,1,1,4,4,4,4,4,1,1,2,3,4,3,4,4,4,4,4,3,8,1,1,1,1,3,4,3,2,3,2,1,1,1,2,3,3,3,3,3,3,2,2,1,2,1,1,1,3,3,3,3,3,1,1,3,2,2,2,4,3,2,1,3,2,3,2,2,3,2,1,0,0,1,0,0,1,1,0,0,0,0,0,5,7,2,7
2,EF 7,10/29/2015,15,Masculino,Católica,Moreno,9,3,1,3,1,3,4,4,2,4,1,3,1,2,2,4,3,2,4,3,4,3,3,7,1,2,1,1,2,4,3,3,1,3,2,3,2,2,3,3,2,3,3,3,3,3,2,1,2,1,3,4,3,2,2,1,1,3,3,3,1,2,3,2,2,3,3,2,2,3,3,3,3,0,1,0,1,0,0,1,0,0,0,0,0,0,4,7,5,6
2,EF 7,10/29/2015,15,Masculino,Católica,Moreno,9,4,1,2,4,2,4,3,2,4,4,1,4,3,3,3,3,3,3,2,2,2,2,5,1,1,1,2,4,4,4,3,2,3,3,1,1,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,3,2,2,2,2,2,2,2,1,NA,NA,1,NA,NA,2,2,2,NA,NA,1,NA,7,7,7,7
2,EF 8,10/29/2015,17,Masculino,Católica,Branco,5,3,4,1,1,1,4,4,4,4,4,1,1,1,1,3,2,3,3,4,2,4,4,10,1,1,1,1,4,4,3,3,4,2,2,1,1,2,3,3,3,3,3,4,3,4,1,1,3,1,1,3,3,3,3,3,1,1,4,1,1,2,4,3,1,4,4,1,3,2,1,4,2,1,0,0,1,0,0,1,0,0,0,0,1,2,2,5,7,7
2,EF 7,10/29/2015,16,Masculino,Católica,Moreno,9,4,4,3,4,1,2,4,3,4,4,2,1,2,2,4,1,3,4,4,3,4,3,8,1,1,1,1,2,3,1,4,2,4,1,1,1,2,4,1,4,4,4,4,4,4,3,1,2,1,1,3,2,2,3,2,1,4,4,2,1,2,4,2,3,4,3,2,4,3,2,3,4,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,6,7
2,EF 7,10/29/2015,15,Feminino,Católica,Moreno,6,3,2,3,2,3,3,4,3,4,3,2,1,2,1,4,2,1,3,3,4,3,3,7,1,1,1,2,3,3,3,3,2,3,3,1,1,3,2,2,3,3,3,3,3,3,3,2,3,2,3,4,3,3,3,1,1,1,4,2,2,2,3,3,2,3,3,2,3,2,2,3,2,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,4,7,6,4
2,EF 7,10/29/2015,16,Feminino,Evangélica,Moreno,10,3,1,3,2,2,4,4,3,4,3,2,1,2,2,4,3,3,4,3,2,3,3,7,1,1,1,2,3,3,3,3,2,3,3,1,2,2,3,2,3,4,4,3,3,3,2,1,3,1,3,3,3,3,3,1,1,1,3,2,1,2,2,2,1,3,4,1,3,2,2,4,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,4,6
2,EF 7,10/29/2015,16,Feminino,Católica,Moreno,7,3,2,3,2,2,2,4,3,4,4,2,1,2,1,4,2,2,3,3,3,3,3,7,1,1,1,2,3,3,3,3,2,3,3,1,2,2,3,2,3,4,4,3,3,3,2,1,3,1,3,3,3,3,3,1,1,1,4,2,2,1,3,3,2,3,3,2,3,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,2,7,4,6
2,EF 8,10/29/2015,17,Feminino,Não Possui Religião,Negro,10,4,2,1,3,3,3,1,1,1,1,1,1,1,2,1,2,1,4,3,2,3,2,7,2,1,2,1,2,3,1,3,1,2,3,2,1,1,2,1,1,4,2,1,2,1,2,2,1,2,1,2,3,3,3,2,2,2,2,1,1,3,4,1,3,2,2,3,3,3,3,3,3,1,NA,NA,1,NA,NA,2,2,4,NA,NA,NA,NA,6,6,6,6
2,EF 8,10/29/2015,17,Feminino,Católica,Branco,6,3,1,3,1,2,4,4,3,4,4,2,1,1,1,4,4,3,4,4,2,2,2,7,1,1,1,2,4,4,4,3,4,3,2,1,1,3,4,3,2,4,4,4,4,4,4,1,2,1,1,3,4,3,4,1,1,1,4,1,1,3,4,4,4,4,4,1,3,2,3,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,5,7,4,7
2,EF 8,10/29/2015,16,Feminino,Evangélica,Negro,13,3,2,4,3,3,3,4,3,4,4,3,4,2,3,4,3,3,4,3,3,3,4,4,1,3,1,1,3,3,4,4,3,3,2,3,3,2,3,2,3,4,4,4,3,4,2,1,2,1,3,3,3,3,3,3,2,1,3,3,1,1,4,1,1,1,4,1,3,3,3,4,3,0,1,NA,1,NA,NA,2,0,1,0,0,0,0,5,7,4,6
2,EF 6,10/29/2015,14,Feminino,Evangélica,Branco,7,3,1,3,1,3,3,3,3,4,4,3,2,3,3,4,3,1,1,2,1,2,2,4,1,1,2,1,2,4,3,2,3,4,1,1,1,2,3,1,3,2,3,3,3,3,3,2,4,2,3,4,3,3,3,3,2,1,4,2,2,1,3,3,2,2,3,1,3,3,3,2,3,1,NA,NA,1,NA,NA,5,2,4,NA,NA,50,2,4,7,2,5
2,EF 8,10/29/2015,16,Masculino,Evangélica,Negro,12,3,2,2,2,2,3,3,1,4,4,4,1,1,1,4,2,3,4,4,4,3,4,9,1,1,2,1,3,4,3,3,2,3,2,2,2,2,2,2,1,4,4,4,2,3,2,2,2,1,1,3,3,2,3,3,2,2,3,4,1,2,2,2,2,3,4,2,3,2,3,3,3,1,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,4,7,4,4
2,EF 8,10/29/2015,16,Masculino,Evangélica,Branco,2,3,2,2,3,3,3,2,3,3,4,1,2,3,3,3,2,2,4,3,4,3,3,5,1,2,1,1,4,2,3,2,3,3,2,1,1,3,3,3,2,3,3,3,3,3,2,2,2,3,3,2,4,3,4,2,3,3,3,3,2,2,3,3,2,2,3,2,3,3,3,3,3,0,0,0,1,0,0,1,0,0,0,0,0,0,2,7,7,7
2,EF 8,10/29/2015,16,Masculino,Não Possui Religião,Amarelo,6,3,2,3,3,3,2,4,3,4,4,4,3,3,2,4,3,4,2,1,3,2,1,8,1,1,1,2,3,4,4,4,2,3,1,1,1,2,2,2,2,4,4,4,3,4,3,2,2,3,3,4,3,2,3,2,1,1,3,3,1,3,4,2,3,4,3,2,3,2,3,4,4,1,0,0,1,0,0,0,0,1,0,0,2,0,2,4,6,1
2,EF 8,10/29/2015,16,Masculino,Evangélica,Moreno,7,3,2,3,2,4,3,4,3,4,4,2,1,1,1,4,3,4,3,3,2,2,4,5,1,2,2,2,3,3,2,3,2,3,2,2,2,2,3,2,2,4,4,4,2,3,2,1,2,2,2,3,3,2,3,3,2,1,4,3,1,2,3,2,3,2,4,1,3,2,3,4,2,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,6,6,7,6
2,EF 8,10/29/2015,16,Feminino,Evangélica,Moreno,6,4,1,2,1,1,4,4,2,4,4,4,1,3,3,4,2,4,4,4,4,4,4,10,1,1,1,1,3,3,2,1,4,2,3,1,1,3,3,2,2,4,4,4,2,3,3,1,2,3,3,2,4,4,4,4,3,1,4,3,1,2,2,2,1,1,4,2,4,4,2,4,4,1,NA,NA,1,NA,NA,1,NA,2,NA,NA,37,NA,4,6,2,7
2,EF 8,10/29/2015,17,Masculino,Evangélica,Branco,9,4,1,1,1,1,3,4,2,4,4,3,1,1,1,4,3,4,4,4,3,3,4,8,2,3,2,1,4,3,3,2,3,2,3,1,1,2,3,4,2,4,4,4,3,3,2,1,2,2,1,2,4,4,4,3,1,2,4,2,1,2,2,2,1,1,4,3,3,2,3,3,3,1,NA,NA,1,NA,NA,2,2,NA,NA,NA,NA,NA,5,6,7,6
2,EF 6,10/29/2015,14,Feminino,Evangélica,Branco,5,3,1,3,3,2,2,4,2,4,2,1,1,1,1,4,3,3,4,4,4,4,4,8,1,2,1,1,4,4,4,2,3,2,2,1,1,3,4,4,1,3,4,4,3,3,2,2,3,1,1,3,4,4,4,4,1,4,3,2,1,1,3,2,1,2,4,1,4,4,3,4,1,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,5,2,5,7
2,EF 6,10/29/2015,14,Masculino,Evangélica,Moreno,9,3,1,4,3,3,3,1,1,4,4,4,1,1,1,4,3,2,4,2,4,3,3,6,1,1,2,2,4,3,2,4,1,2,3,1,2,2,2,4,1,4,4,3,3,4,3,2,3,3,3,3,3,3,4,4,1,1,2,4,1,2,3,2,2,1,4,1,4,3,4,4,1,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,1,7
2,EF 6,10/28/2015,14,Feminino,Católica,Branco,6,3,1,2,4,4,2,4,2,4,4,2,1,2,1,4,3,3,4,3,3,4,3,7,1,1,1,1,4,4,4,3,2,3,2,1,1,4,4,2,2,4,4,4,3,3,2,1,2,1,1,3,4,4,4,3,1,1,4,2,1,1,3,1,3,2,4,2,4,2,3,4,3,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,5,5
2,EF 6,10/29/2015,13,Masculino,Católica,Branco,5,4,1,1,1,1,3,4,3,4,4,1,1,1,1,4,1,1,4,4,4,4,4,9,1,1,1,1,3,4,3,3,3,3,2,1,1,2,3,2,1,4,4,4,3,4,3,2,2,3,3,4,3,3,4,1,1,1,4,2,1,2,3,1,3,3,4,1,4,3,3,4,3,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,1,NA,2,2,6,7
2,EF 6,10/29/2015,14,Feminino,Católica,Moreno,10,3,2,2,2,2,3,4,3,4,4,4,3,3,4,4,2,4,4,4,4,4,4,8,1,1,1,1,4,3,4,3,3,4,3,2,2,3,3,3,2,4,4,4,2,3,2,1,3,1,3,3,3,3,3,2,2,3,4,3,2,2,2,2,1,1,3,2,3,2,3,3,3,NA,1,NA,1,NA,NA,6,2,NA,NA,NA,NA,NA,5,2,4,6
2,EF 6,10/29/2015,15,Masculino,Católica,Branco,3,4,3,2,1,1,1,3,1,3,3,2,2,2,3,3,2,1,4,4,4,4,4,10,1,1,1,1,2,3,2,2,1,3,3,1,1,2,3,3,2,4,4,4,3,4,1,1,2,1,4,2,2,4,4,3,3,2,3,3,1,2,3,1,1,4,2,2,2,2,2,3,2,1,NA,NA,1,NA,NA,1,1,2,0,0,0,2,4,2,5,4
2,EF 6,11/03/2015,14,Masculino,Não Possui Religião,Amarelo,4,3,4,4,3,2,2,3,3,4,3,2,1,2,2,4,2,2,3,3,4,4,2,8,1,1,1,1,2,3,3,2,3,2,3,1,1,2,1,2,2,3,3,3,2,3,1,1,2,1,1,3,3,2,2,2,2,2,3,2,2,2,2,1,1,1,3,2,3,3,3,3,3,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,6,6,4
2,EF 8,10/29/2015,16,Masculino,Evangélica,Branco,8,3,1,3,3,2,4,2,3,4,4,2,1,2,3,4,1,2,4,4,4,4,4,5,1,3,1,2,3,3,3,3,3,2,2,1,1,2,2,2,2,3,4,4,2,3,2,2,2,1,2,3,3,3,3,3,3,4,3,3,1,3,4,3,3,4,1,1,4,2,3,4,3,0,0,0,1,0,0,2,1,2,0,0,0,0,4,6,5,4
2,EF 8,10/29/2015,16,Masculino,Católica,Negro,10,4,1,1,1,2,4,4,3,4,4,1,1,2,2,4,3,1,4,4,4,3,4,7,1,1,1,2,3,3,3,3,3,3,2,1,4,2,4,3,2,3,3,3,3,3,2,1,1,1,1,2,3,3,3,2,1,1,3,3,1,2,2,1,1,3,3,1,3,2,3,3,2,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,6,7,6,6
2,EF 8,10/29/2015,16,Masculino,Evangélica,Branco,3,3,2,2,1,2,3,4,3,4,4,3,2,3,3,4,2,3,4,4,3,3,4,8,1,2,2,2,3,4,2,3,2,3,4,1,2,3,4,2,3,3,3,3,3,4,2,1,2,3,3,4,3,2,3,2,2,2,3,2,1,1,4,2,2,3,4,2,3,3,3,2,2,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,4,7,2,7
2,EF 8,10/29/2015,17,Masculino,Católica,Moreno,9,3,2,2,1,2,3,4,3,4,4,2,1,3,3,4,2,3,4,3,4,3,4,8,1,1,1,2,3,4,2,3,2,3,2,1,2,3,3,2,3,3,3,3,3,4,2,1,1,3,3,4,3,2,2,2,2,2,3,2,1,1,4,2,2,3,3,2,3,3,3,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,6,6
2,EF 8,10/29/2015,17,Masculino,Evangélica,Moreno,9,3,3,3,2,3,4,3,3,4,3,2,1,1,2,4,3,3,4,4,4,3,3,9,1,1,1,2,3,3,4,3,2,3,2,1,1,3,3,2,3,4,3,4,4,3,3,2,2,1,3,3,4,3,3,2,2,2,3,2,2,2,4,4,3,4,3,2,3,3,2,3,3,1,0,0,1,0,0,3,3,2,0,0,9,0,4,7,2,6
2,EF 8,10/29/2015,16,Masculino,Evangélica,Moreno,9,3,4,2,2,3,4,3,1,4,3,2,2,3,3,4,3,3,4,4,4,4,4,10,1,1,1,1,3,3,3,2,3,4,2,1,1,3,3,3,3,3,3,3,3,2,2,2,3,2,2,3,3,3,3,2,2,2,2,2,3,2,2,2,2,3,4,3,3,3,3,3,3,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,4,6,4,5
2,EF 8,10/29/2015,17,Masculino,Católica,Moreno,11,4,1,3,3,1,2,3,3,4,4,3,1,2,3,4,3,2,3,4,4,3,3,9,1,1,1,1,2,2,3,2,3,2,3,1,1,2,3,2,2,4,3,3,2,3,3,2,3,1,1,1,3,3,3,3,3,3,3,3,2,1,2,1,1,2,4,3,4,2,3,4,4,1,0,0,1,0,0,1,1,0,0,0,0,0,6,2,5,2
2,EF 6,10/29/2015,16,Masculino,Outra Religião,Moreno,7,4,1,1,1,1,4,3,4,4,4,2,4,2,2,4,2,2,4,4,4,4,4,10,1,1,1,1,3,3,2,2,2,2,2,1,1,3,3,3,2,4,4,3,2,2,3,1,2,1,2,3,3,3,3,1,1,1,3,1,1,2,2,1,2,1,3,1,3,2,3,3,2,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,4,7,7,7
2,EF 6,10/29/2015,16,Masculino,Não Possui Religião,Moreno,11,4,3,2,3,2,2,3,2,3,3,3,4,3,1,4,2,3,4,3,4,3,3,10,1,1,1,2,3,1,3,4,2,2,3,2,2,3,3,2,2,2,2,3,2,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,2,1,1,1,1,1,2,2,2,2,2,3,2,0,0,0,1,0,0,0,0,1,0,0,0,3,4,4,4,4
2,EF 6,10/29/2015,14,Feminino,Evangélica,Negro,10,4,3,2,2,1,4,3,3,3,3,2,2,3,2,3,2,3,4,4,3,1,2,5,1,1,2,3,3,3,3,3,3,2,3,2,2,3,3,3,2,3,3,3,2,3,2,2,2,2,1,3,3,3,3,3,4,3,3,3,3,1,3,1,1,2,3,2,3,3,3,3,4,1,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,7,6,5,5
2,EF 6,10/29/2015,14,Feminino,Ateı́sta,Branco,4,1,1,2,1,4,4,2,4,4,2,1,2,1,2,3,2,3,1,1,1,2,1,8,1,1,1,1,2,4,3,4,1,3,1,1,1,2,4,2,2,2,3,3,3,3,3,2,2,3,3,3,2,1,2,2,3,3,2,2,2,2,3,2,2,3,2,2,3,2,1,3,4,1,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,2,2,2,1
2,EF 6,10/29/2015,14,Feminino,Católica,Moreno,11,3,2,3,1,1,3,3,3,4,3,2,1,2,1,4,3,2,4,4,4,3,3,8,1,1,1,2,2,3,3,2,2,3,2,2,1,2,3,2,2,3,4,3,3,3,3,1,3,1,2,3,3,3,3,3,2,1,4,2,1,4,4,3,3,4,3,1,3,2,3,3,2,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,4,5,2,6
2,EF 6,10/29/2015,14,Feminino,Evangélica,Moreno,9,3,1,2,3,2,3,4,3,4,4,3,1,2,1,4,1,3,4,2,2,2,2,10,1,1,1,1,3,4,4,3,2,3,1,3,1,3,3,2,2,4,4,4,3,3,3,2,3,2,2,4,4,3,3,2,2,2,3,2,1,2,3,2,2,3,3,2,3,2,2,3,3,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,2,7,6,7
2,EF 6,10/29/2015,14,Feminino,Evangélica,Moreno,7,4,2,2,2,2,3,4,1,4,3,4,1,3,4,4,2,3,4,3,4,4,4,9,1,2,1,1,2,3,2,2,2,4,1,1,1,2,3,2,1,4,3,3,2,3,2,1,2,1,2,2,3,3,3,2,1,3,3,3,1,1,2,2,1,2,3,1,4,3,3,3,3,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,2,6,7,6
2,EF 6,10/29/2015,14,Masculino,Evangélica,Moreno,7,4,2,2,2,1,3,3,2,4,3,3,1,3,2,4,3,3,3,3,4,3,2,6,1,2,1,1,3,3,2,2,2,2,2,2,1,3,3,2,3,3,3,2,2,3,2,2,1,1,2,2,4,3,3,3,3,1,2,3,1,2,2,1,2,1,4,2,3,3,2,3,4,1,NA,NA,1,NA,NA,1,NA,4,1,NA,80,NA,4,5,5,2
2,EF 6,10/29/2015,16,Masculino,Evangélica,Moreno,9,4,3,2,2,1,3,1,2,4,3,3,1,2,2,4,3,3,4,4,4,4,4,9,1,2,1,1,2,1,1,1,4,1,3,1,1,3,4,4,3,4,4,4,2,2,2,2,2,1,1,2,4,3,4,3,4,1,3,1,1,2,3,2,2,2,4,1,4,4,2,4,3,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,7,7,7,5
2,EF 6,10/29/2015,15,Feminino,Evangélica,Branco,6,3,1,2,1,2,3,3,3,4,3,2,1,2,4,4,3,2,2,3,3,3,3,6,1,2,1,2,2,4,3,3,2,2,1,3,2,2,2,2,2,1,2,3,3,3,3,3,4,2,3,3,3,1,3,3,2,1,4,2,1,2,3,2,2,1,3,1,3,2,3,3,3,1,NA,NA,1,NA,NA,2,1,3,NA,NA,25,2,4,7,2,7
2,EF 6,10/29/2015,16,Masculino,Evangélica,Moreno,11,2,4,3,2,1,3,3,1,4,3,1,2,2,3,4,2,3,2,3,4,4,3,10,1,1,1,1,1,3,3,1,4,3,4,1,1,3,3,2,2,3,3,3,2,3,1,1,1,1,1,1,3,2,3,2,2,2,1,1,3,1,2,2,1,1,4,1,3,3,2,3,2,1,1,NA,1,NA,NA,NA,2,4,NA,NA,NA,NA,2,7,7,6
2,EF 6,10/28/2015,14,Feminino,Evangélica,Branco,6,3,1,2,2,2,3,3,2,4,3,2,2,2,2,4,3,2,4,4,4,4,3,8,1,1,1,1,3,3,3,4,2,3,1,1,1,3,3,4,1,4,3,3,3,3,4,3,2,2,3,3,3,3,3,2,1,2,4,2,2,2,3,2,2,1,4,1,4,2,1,4,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,4,6,4,6
2,EF 6,10/29/2015,14,Masculino,Católica,Branco,8,3,1,2,2,1,3,4,3,4,3,3,2,3,2,4,2,3,3,3,3,3,3,6,1,2,2,2,2,3,3,3,2,3,2,2,1,2,2,2,3,2,3,3,4,4,3,3,3,3,3,3,3,2,3,2,2,1,3,3,1,2,3,3,2,3,4,2,3,3,3,4,3,1,NA,NA,1,NA,NA,NA,1,2,NA,NA,25,NA,2,7,6,7
2,EF 6,10/29/2015,14,Masculino,Católica,Moreno,7,3,1,2,1,2,3,3,3,4,3,2,2,2,2,4,3,3,4,3,3,3,2,6,1,1,1,1,3,4,3,3,3,4,2,2,2,2,3,2,2,3,4,3,3,3,2,1,2,2,2,3,3,2,2,2,3,2,4,1,1,2,3,3,2,3,3,1,3,2,3,3,1,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,6,5,7,7
2,EF 6,10/29/2015,14,Masculino,Evangélica,Moreno,11,3,4,4,3,1,4,1,1,3,2,4,2,3,2,3,2,1,3,1,2,4,3,2,2,3,2,1,3,2,1,1,4,3,2,1,1,2,3,2,2,3,3,3,3,2,2,2,2,2,2,2,3,2,4,1,3,2,1,2,4,2,3,1,2,1,3,2,1,1,1,1,1,1,1,1,1,0,1,2,1,2,0,0,0,0,6,6,6,6
2,EF 6,10/29/2015,15,Masculino,Evangélica,Moreno,11,3,2,2,1,1,3,2,1,4,4,4,3,3,3,4,3,3,4,3,4,3,3,10,1,1,1,2,3,3,3,2,3,3,3,1,1,3,2,1,3,4,4,4,2,2,2,2,2,2,3,2,3,2,3,4,3,2,3,3,2,1,2,1,1,1,4,1,3,3,2,3,2,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,2,4,4,6
2,EF 6,10/29/2015,13,Masculino,Evangélica,Moreno,10,3,1,3,3,3,2,2,1,4,1,4,2,3,3,4,3,4,4,4,3,4,4,10,1,1,1,1,3,4,4,4,2,3,2,3,1,3,3,3,1,4,4,4,3,4,3,2,3,2,4,4,3,2,3,4,2,4,3,3,1,1,3,1,1,1,3,1,2,2,3,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,6,2,5
2,EF 6,10/29/2015,17,Masculino,Católica,Moreno,7,3,3,2,2,3,3,3,3,3,4,4,2,2,3,3,1,2,3,2,3,2,2,4,1,1,1,2,3,2,3,3,2,3,2,2,1,2,2,3,2,3,3,4,1,3,2,1,2,1,2,2,3,3,3,2,3,2,3,1,2,2,2,2,2,3,3,3,2,2,2,3,3,NA,1,NA,1,NA,NA,3,1,NA,NA,NA,NA,NA,2,7,4,5
2,EF 6,10/29/2015,14,Masculino,Católica,Moreno,9,4,1,1,1,1,4,3,3,4,3,1,1,1,1,4,4,1,4,4,4,4,4,10,1,1,1,1,3,2,1,1,4,2,4,1,1,3,3,3,1,4,4,4,2,2,2,1,1,1,1,1,4,4,4,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1,2,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,4,5,2,5
2,EF 7,10/29/2015,16,Feminino,Católica,Branco,9,3,2,2,2,2,3,4,3,4,4,4,3,3,4,4,2,4,4,4,4,4,4,8,1,1,1,1,4,3,4,3,3,3,2,2,3,3,3,2,2,3,3,4,2,4,3,1,3,1,4,3,3,3,4,2,2,3,4,3,2,2,4,2,1,1,3,2,3,2,2,3,2,1,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,7,7,2,6
2,EF 6,10/29/2015,14,Feminino,Evangélica,Negro,13,4,1,2,1,2,4,4,1,4,3,2,2,3,3,4,3,3,4,3,4,4,4,10,1,1,2,1,3,4,3,4,2,4,2,4,4,2,3,2,3,3,3,3,3,3,4,2,2,1,1,4,3,2,3,3,2,2,3,3,1,3,4,2,3,3,4,1,3,2,3,3,1,NA,NA,NA,1,NA,NA,3,3,1,NA,NA,NA,NA,2,7,7,2
2,EF 7,10/29/2015,16,Feminino,Evangélica,Moreno,12,3,2,2,1,2,3,4,4,4,4,2,2,3,2,4,3,4,4,3,4,3,3,8,1,1,1,2,2,4,4,1,2,4,2,1,1,2,4,2,2,3,4,3,3,4,3,1,4,1,1,3,4,3,4,3,1,2,4,4,2,1,3,2,3,1,3,2,2,3,3,3,2,NA,NA,NA,3,NA,NA,3,NA,NA,NA,6,NA,NA,2,6,2,7
